Report ID,Report Version,Make,Model,Model Year,ADS Equipped?,Automation System Engaged?,Incident Date,Incident Time (24:00),City,State,Roadway Type,Roadway Surface,Posted Speed Limit (MPH),Lighting,Crash With,Highest Injury Severity Alleged,SV Pre-Crash Movement,Weather,SV Contact Area,Country
540-4524,2,Cruise,AV,2023.0,Yes,ADS,2022-12-21,23:23:00,San Francisco,CA ,Street,Dry,25.0,Dark - Lighted,Passenger Car,No Injuries Reported,Stopped,Clear,"Front, Nearside",US
540-4541,3,Cruise,AV,2023.0,Yes,ADS,2022-12-21,08:50:00,San Francisco,CA ,Street,Dry,25.0,Daylight,Passenger Car,,Proceeding Straight,Clear,"Front, Offside",US
540-4670,1,Cruise,AV,2023.0,Yes,ADS,2022-12-21,23:51:00,San Francisco,CA ,Street,Dry,25.0,Dark - Lighted,Passenger Car,No Injuries Reported,Proceeding Straight,Clear,"Front, Nearside",US
540-4671,1,Cruise,AV,2022.0,Yes,ADS,2022-12-21,23:59:00,San Francisco,CA ,Street,Wet,25.0,Dark - Lighted,Passenger Car,No Injuries Reported,Proceeding Straight,Rain,"Front, Offside",US
540-4832,2,Cruise,AV,2023.0,Yes,ADS,2023-02-21,00:39:00,San Francisco,CA ,Intersection,Dry,25.0,Dark - Lighted,Van,No Injuries Reported,Proceeding Straight,Clear,"Front, Nearside",US
540-4898,2,Chevrolet,Bolt EUV,2022.0,No,ADAS,2025-02-23,22:12:00,San Jose,CA ,Highway / Freeway,Dry,65.0,,,,,Cloudy,Front,US
540-4965,2,Cruise,AV,2022.0,Yes,ADS,2023-03-21,01:06:00,San Francisco,CA ,Intersection,Dry,25.0,Dawn / Dusk,Passenger Car,No Injuries Reported,Making Left Turn,Clear,Front,US
540-5000,2,Cruise,AV,2023.0,Yes,ADS,2023-03-21,13:01:00,Tempe,AZ ,Intersection,Dry,35.0,Daylight,Passenger Car,Minor,Proceeding Straight,Clear,Nearside,US
540-5060,1,Cruise,AV,2022.0,Yes,ADS,2023-02-21,02:05:00,San Fancisco,CA ,Street,Dry,25.0,Dark - Lighted,Heavy Truck,No Injuries Reported,Stopped,Clear,Offside,US
540-5061,1,Cruise,AV,2023.0,Yes,ADS,2023-02-21,00:29:00,San Francisco,CA ,Street,Dry,25.0,Dark - Lighted,Van,No Injuries Reported,Merging,Clear,Nearside,US
540-5102,3,Cruise,AV,2023.0,Yes,ADS,2023-03-21,03:26:00,San Francisco,CA ,Intersection,Dry,25.0,Dark - Lighted,Passenger Car,No Injuries Reported,Proceeding Straight,Clear,"Front, Offside",US
540-5137,2,Cruise,AV,2022.0,Yes,ADS,2023-03-21,04:29:00,San Francisco,CA ,Street,Wet,20.0,Dark - Lighted,"Other, see Narrative",No Injuries Reported,Proceeding Straight,Rain,Front,US
540-5141,2,Cruise,AV,2023.0,Yes,ADS,2023-03-21,14:46:00,San Francisco,CA ,Street,Dry,20.0,Daylight,Bus,No Injuries Reported,Proceeding Straight,Clear,Front,US
540-5193,2,GMC,Yukon,2023.0,No,ADAS,2025-04-23,12:24:00,Haverhill,MA ,Highway / Freeway,Wet,65.0,Daylight,Passenger Car,No Injuries Reported,Proceeding Straight,"Cloudy, Rain",Front,US
540-5227,2,Cruise,AV,2023.0,Yes,ADS,2023-04-21,04:45:00,San Francisco,CA ,Intersection,Dry,25.0,Dark - Lighted,Passenger Car,No Injuries Reported,Proceeding Straight,Clear,Nearside,US
540-5261,1,Cruise,AV,2023.0,Yes,ADS,2023-03-21,04:23:00,San Francisco,CA ,Intersection,Dry,25.0,Dark - Lighted,Heavy Truck,No Injuries Reported,Proceeding Straight,Clear,"Back, Front, Nearside",US
540-5262,1,Cruise,AV,2023.0,Yes,ADS,2023-03-21,23:51:00,San Francisco,CA ,Street,Dry,25.0,Dark - Lighted,Heavy Truck,No Injuries Reported,Stopped,Clear,Front,US
540-5263,1,Cruise,AV,2023.0,Yes,ADS,2023-03-21,21:49:00,San Francisco,CA ,Street,Wet,25.0,Dark - Lighted,"Other, see Narrative",No Injuries Reported,Proceeding Straight,Rain,Nearside,US
540-5264,1,Cruise,AV,2023.0,Yes,ADS,2023-03-21,03:20:00,San Francisco,CA ,Street,Wet,25.0,Dark - Lighted,"Other, see Narrative",No Injuries Reported,Proceeding Straight,Rain,Front,US
540-5265,1,Cruise,AV,2023.0,Yes,ADS,2023-03-21,23:30:00,San Francisco,CA ,Street,Dry,30.0,Dark - Lighted,Passenger Car,No Injuries Reported,Stopped,Clear,Back,US
540-5296,2,Cruise,AV,2022.0,Yes,ADS,2023-04-21,03:15:00,Austin,TX ,Street,Dry,25.0,Dark - Lighted,Passenger Car,No Injuries Reported,Stopped,Clear,Nearside,US
540-5297,2,Cruise,AV,2023.0,Yes,ADS,2023-04-21,03:15:00,Austin,TX ,Street,Dry,25.0,Dark - Lighted,Passenger Car,No Injuries Reported,Proceeding Straight,Clear,"Front, Offside",US
540-5425,3,Cruise,AV,2022.0,Yes,ADS,2023-05-21,02:44:00,San Francisco,CA ,Intersection,Dry,30.0,Dark - Lighted,Other Fixed Object,Minor,Making Left Turn,Clear,Front,US
540-5445,2,Cruise,AV,2023.0,Yes,ADS,2023-05-21,09:32:00,San Francisco,CA ,Intersection,Dry,25.0,Daylight,"Other, see Narrative",Minor,Proceeding Straight,Clear,Back,US
540-5488,1,Cruise,AV,2023.0,Yes,ADS,2023-04-21,00:35:00,San Francisco,CA ,Street,Dry,25.0,Dark - Lighted,SUV,No Injuries Reported,Stopped,Clear,Back,US
540-5489,1,Cruise,AV,2023.0,Yes,ADS,2023-04-21,23:35:00,San Francisco,CA ,Intersection,Dry,25.0,Dark - Lighted,"Other, see Narrative",No Injuries Reported,Proceeding Straight,Clear,Top,US
540-5490,1,Cruise,AV,2023.0,Yes,ADS,2023-04-21,20:13:00,San Francisco,CA ,Street,Dry,25.0,Dark - Lighted,Passenger Car,No Injuries Reported,Stopped,Clear,Front,US
540-5491,1,Cruise,AV,2022.0,Yes,ADS,2023-04-21,21:59:00,San Francisco,CA ,Intersection,Dry,25.0,Dark - Lighted,Passenger Car,No Injuries Reported,Making Right Turn,Clear,Back,US
540-5492,1,Cruise,AV,2020.0,Yes,ADS,2023-04-21,14:58:00,Mesa,AZ ,Street,Dry,45.0,Daylight,"Other, see Narrative",No Injuries Reported,Proceeding Straight,Clear,Bottom,US
540-5639,1,Cruise,AV,2022.0,Yes,ADS,2023-05-21,21:24:00,San Drancisco,CA ,Street,Dry,25.0,Dark - Lighted,Passenger Car,Minor,Proceeding Straight,Clear,"Back, Front",US
540-5666,1,Chevrolet,Bolt EUV,2022.0,No,ADAS,2025-06-23,16:23:00,Kinder,LA ,Intersection,Dry,65.0,Daylight,Pickup Truck,,Changing Lanes,Other,Nearside,US
540-5667,1,Cruise,AV,2020.0,Yes,ADS,2023-06-21,04:31:00,Chandler,AZ ,Intersection,Dry,45.0,Dark - Lighted,Heavy Truck,No Injuries Reported,Proceeding Straight,Clear,Front,US
540-5688,2,Cruise,AV,2022.0,Yes,ADS,2023-06-21,22:22:00,San Francisco,CA ,Intersection,Dry,25.0,Dark - Lighted,Van,,Stopped,Cloudy,Back,US
540-5726,1,Cruise,AV,2023.0,Yes,ADS,2023-05-21,03:34:00,San Francisco,CA ,Street,Dry,25.0,Dark - Lighted,Passenger Car,No Injuries Reported,Proceeding Straight,Clear,Offside,US
540-5729,1,Cruise,AV,2023.0,Yes,ADS,2023-05-21,00:35:00,Austin,TX ,Street,Dry,25.0,Dark - Lighted,Passenger Car,No Injuries Reported,Stopped,Clear,Nearside,US
540-5730,1,Cruise,AV,2023.0,Yes,ADS,2023-05-21,00:35:00,Austin,TX ,Street,Dry,25.0,Dark - Lighted,Passenger Car,No Injuries Reported,Proceeding Straight,Clear,Front,US
540-5731,1,Cruise,AV,2022.0,Yes,ADS,2023-05-21,23:12:00,Austin,TX ,Street,Dry,25.0,Dark - Lighted,Passenger Car,No Injuries Reported,Stopped,Clear,Back,US
540-5735,1,Cruise,AV,2023.0,Yes,ADS,2023-05-21,00:14:00,Austin,TX ,Street,Dry,25.0,Dark - Lighted,SUV,No Injuries Reported,Stopped,Clear,Back,US
540-5805,1,Cruise,AV,2023.0,Yes,ADS,2023-06-21,22:37:00,San Francisco,CA ,Street,Dry,25.0,Dark - Lighted,"Other, see Narrative",No Injuries Reported,Proceeding Straight,Clear,Top,US
540-5875,1,Cruise,AV,2023.0,Yes,ADS,2023-07-21,22:47:00,San Francisco,CA ,Street,Dry,25.0,Dark - Lighted,Pickup Truck,No Injuries Reported,Proceeding Straight,Clear,Front,US
540-5940,1,Cruise,AV,2022.0,Yes,ADS,2023-06-21,09:36:00,San Francisco,CA ,Street,Dry,25.0,Daylight,"Other, see Narrative",,Proceeding Straight,Cloudy,Top,US
540-5941,1,Cruise,AV,2022.0,Yes,ADS,2023-06-21,22:37:00,San Francisco,CA ,Street,Dry,25.0,Dark - Lighted,SUV,No Injuries Reported,Stopped,Clear,Front,US
540-5942,1,Cruise,AV,2023.0,Yes,ADS,2023-06-21,23:30:00,San Francisco,CA ,Street,Dry,25.0,Dark - Lighted,"Other, see Narrative",No Injuries Reported,Proceeding Straight,Clear,Bottom,US
540-5948,1,Cruise,AV,2023.0,Yes,ADS,2023-06-21,00:50:00,San Francisco,CA ,Street,Dry,25.0,Dark - Lighted,Passenger Car,No Injuries Reported,Proceeding Straight,Clear,Back,US
540-5950,1,Cruise,AV,2023.0,Yes,ADS,2023-06-21,23:08:00,San Francisco,CA ,Street,Dry,25.0,Dark - Lighted,Passenger Car,No Injuries Reported,Proceeding Straight,Clear,Front,US
540-5951,1,Cruise,AV,2023.0,Yes,ADS,2023-06-21,21:04:00,Austin,TX ,Street,Dry,25.0,Dawn / Dusk,Heavy Truck,No Injuries Reported,Stopped,Clear,Front,US
540-5971,1,Cruise,AV,2023.0,Yes,ADS,2023-07-21,23:08:00,San Francisco,CA ,Intersection,Dry,25.0,Dark - Lighted,SUV,Minor,Proceeding Straight,Clear,Offside,US
540-5987,2,Cruise,AV,2023.0,Yes,ADS,2023-07-21,06:41:00,San Francisco,CA ,Intersection,Dry,25.0,Daylight,Passenger Car,,Stopped,Clear,Front,US
540-5988,1,Cruise,AV,2023.0,Yes,ADS,2023-07-21,19:50:00,Austin,TX ,Intersection,Dry,25.0,Dawn / Dusk,SUV,No Injuries Reported,Proceeding Straight,Clear,Nearside,US
540-5990,1,Cruise,AV,2022.0,Yes,ADS,2023-07-21,01:56:00,San Francisco,CA ,Intersection,Dry,25.0,Dark - Lighted,Passenger Car,No Injuries Reported,Proceeding Straight,Clear,Front,US
540-5991,1,Cruise,AV,2022.0,Yes,ADS,2023-07-21,20:38:00,Tempe,AZ ,Street,Dry,40.0,Dark - Lighted,Passenger Car,Minor,Proceeding Straight,Clear,"Front, Offside",US
540-6002,1,Cruise,AV,2023.0,Yes,ADS,2023-07-21,05:35:00,Austin,TX ,Intersection,Dry,25.0,Dark - Lighted,SUV,No Injuries Reported,Proceeding Straight,Clear,Back,US
540-6003,1,Cruise,AV,2023.0,Yes,ADS,2023-07-21,14:45:00,San Francisco,CA ,Intersection,Dry,25.0,Daylight,SUV,No Injuries Reported,Proceeding Straight,Clear,Front,US
540-6009,1,Chevrolet,Bolt EUV,2023.0,No,ADAS,2025-07-23,00:23:00,Cleveland,OH ,Highway / Freeway,Dry,70.0,Dark - Lighted,Other Fixed Object,,Lane / Road Departure,Clear,"Front, Offside",US
540-6011,1,Cruise,AV,2022.0,Yes,ADS,2023-07-21,23:51:00,San Francisco,CA ,Intersection,Dry,25.0,Dark - Lighted,Pickup Truck,No Injuries Reported,"Other, see Narrative",Clear,Back,US
540-6036,1,Cruise,AV,2023.0,Yes,ADS,2023-08-21,09:48:00,San Francisco,CA ,Street,Dry,25.0,Daylight,SUV,No Injuries Reported,"Other, see Narrative",Cloudy,Back,US
540-6056,1,Cruise,AV,2023.0,Yes,ADS,2023-08-21,11:41:00,San Francisco,CA ,Street,Dry,25.0,Daylight,Heavy Truck,No Injuries Reported,Stopped,Clear,Front,US
540-6057,1,Cruise,AV,2023.0,Yes,ADS,2023-08-21,11:03:00,San Francisco,CA ,Intersection,Dry,25.0,Daylight,Heavy Truck,No Injuries Reported,Stopped,Clear,Offside,US
540-6058,1,Cruise,AV,2023.0,Yes,ADS,2023-07-21,01:52:00,San Francisco,CA ,Street,Dry,25.0,Dark - Lighted,Passenger Car,No Injuries Reported,Proceeding Straight,Clear,Front,US
540-6069,1,Cruise,AV,2023.0,Yes,ADS,2023-07-21,20:56:00,San Francisco,CA ,Street,Dry,25.0,Dark - Not Lighted,Heavy Truck,No Injuries Reported,Stopped,Clear,Back,US
540-6070,2,Cruise,AV,2023.0,Yes,ADS,2023-07-21,22:34:00,San Francisco,CA ,Street,Dry,25.0,Dark - Lighted,SUV,No Injuries Reported,Proceeding Straight,Clear,Offside,US
540-6072,1,Cruise,AV,2023.0,Yes,ADS,2023-07-21,00:07:00,San Francisco,CA ,Street,Dry,25.0,Dark - Lighted,Passenger Car,No Injuries Reported,Proceeding Straight,Clear,Nearside,US
540-6073,1,Cruise,AV,2023.0,Yes,ADS,2023-07-21,10:47:00,San Francisco,CA ,Street,Dry,25.0,Daylight,"Other, see Narrative",No Injuries Reported,Backing,Clear,Back,US
540-6074,1,Cruise,AV,2023.0,Yes,ADS,2023-07-21,16:16:00,San Francisco,CA ,Intersection,Dry,25.0,Daylight,Passenger Car,No Injuries Reported,Stopped,Clear,Back,US
540-6076,1,Cruise,AV,2023.0,Yes,ADS,2023-07-21,02:29:00,Austin,TX ,Intersection,Dry,25.0,Dark - Lighted,Pickup Truck,No Injuries Reported,Stopped,Clear,Offside,US
540-6079,1,Cruise,AV,2023.0,Yes,ADS,2023-07-21,22:41:00,San Francisco,CA ,Intersection,Dry,25.0,Dark - Lighted,Passenger Car,No Injuries Reported,Proceeding Straight,Clear,Back,US
540-6148,3,Cruise,AV,2023.0,Yes,ADS,2023-08-21,22:22:00,San Francisco,CA ,Intersection,Dry,20.0,Dark - Lighted,First Responder Vehicle,Serious,Proceeding Straight,Clear,"Back, Offside",US
540-6151,2,Cruise,AV,2023.0,Yes,ADS,2023-08-21,08:45:00,San Frabcisco,CA ,Intersection,Dry,20.0,Daylight,Non-Motorist: Cyclist,Minor,Backing,Clear,Back,US
540-6152,1,Cruise,AV,2023.0,Yes,ADS,2023-08-21,07:51:00,San Francisco,CA ,Street,Dry,25.0,Daylight,Pickup Truck,No Injuries Reported,Proceeding Straight,Cloudy,Front,US
540-6161,1,Cruise,AV,2023.0,Yes,ADS,2023-08-21,00:12:00,San Francisco,CA ,Intersection,Dry,25.0,Dark - Lighted,Van,No Injuries Reported,Stopped,Clear,"Back, Nearside",US
540-6162,2,Cruise,AV,2023.0,Yes,ADS,2023-08-21,00:19:00,San Francisco,CA ,Intersection,Dry,25.0,Dark - Lighted,Passenger Car,Moderate,Stopped,Clear,"Back, Nearside",US
540-6163,2,Cruise,AV,2023.0,Yes,ADS,2023-08-21,00:56:00,San Francisco,CA ,Intersection,Dry,25.0,Dark - Lighted,Passenger Car,No Injuries Reported,Proceeding Straight,Cloudy,Nearside,US
540-6178,2,Cruise,AV,2022.0,Yes,ADS,2023-08-21,01:42:00,San Francisco,CA ,Intersection,Dry,25.0,Dark - Lighted,Non-Motorist: Pedestrian,Moderate,Proceeding Straight,Clear,Front,US
540-6188,1,Cruise,Origin,2024.0,Yes,ADS,2023-08-21,00:36:00,Austin,TX ,Street,Dry,25.0,Dark - Lighted,Other Fixed Object,No Injuries Reported,Lane / Road Departure,Clear,Front,US
540-6189,2,Cruise,AV,2023.0,Yes,ADS,2023-08-21,21:22:00,San Francisco,CA ,Intersection,Dry,25.0,Dark - Lighted,Heavy Truck,No Injuries Reported,Proceeding Straight,Clear,Back,US
540-6190,1,Cruise,AV,2023.0,Yes,ADS,2023-08-21,01:39:00,San Francisco,CA ,Intersection,Dry,25.0,Dark - Lighted,SUV,No Injuries Reported,Stopped,Clear,Front,US
540-6199,1,Cruise,AV,2023.0,Yes,ADS,2023-08-21,00:39:00,Austin,TX ,Street,Dry,25.0,Dark - Lighted,Passenger Car,No Injuries Reported,Proceeding Straight,Clear,Front,US
540-6244,1,Cruise,AV,2023.0,Yes,ADS,2023-09-21,21:42:00,Houston,TX ,Street,Dry,30.0,Dark - Lighted,Passenger Car,No Injuries Reported,Proceeding Straight,Clear,Back,US
540-6290,1,Cruise,AV,2023.0,Yes,ADS,2023-09-21,02:35:00,Austin,TX ,Intersection,Dry,25.0,Dark - Lighted,SUV,No Injuries Reported,Proceeding Straight,Clear,Nearside,US
540-6293,2,Cruise,AV,2023.0,Yes,ADS,2023-08-21,14:53:00,San Francisco,CA ,Intersection,Dry,25.0,Daylight,Pickup Truck,No Injuries Reported,Stopped,Clear,Back,US
540-6294,2,Cruise,AV,2023.0,Yes,ADS,2023-08-21,16:06:00,San Francisco,CA ,Intersection,Dry,25.0,Daylight,Passenger Car,Minor,Making Right Turn,Clear,Back,US
540-6295,1,Cruise,AV,2023.0,Yes,ADS,2023-08-21,20:33:00,San Francisco,CA ,Intersection,Dry,25.0,Dark - Lighted,Passenger Car,No Injuries Reported,Proceeding Straight,Clear,Nearside,US
540-6302,1,Cruise,AV,2023.0,Yes,ADS,2023-08-21,13:47:00,San Francisco,CA ,Intersection,Dry,25.0,Daylight,Passenger Car,No Injuries Reported,Proceeding Straight,Clear,Front,US
540-6304,2,Cruise,AV,2023.0,Yes,ADS,2023-08-21,09:05:00,San Francisco,CA ,Street,Dry,25.0,Daylight,Passenger Car,Minor,Proceeding Straight,Clear,Back,US
540-6305,1,Cruise,AV,2023.0,Yes,ADS,2023-08-21,23:36:00,Austin,TX ,Street,Dry,25.0,Dark - Lighted,SUV,No Injuries Reported,Proceeding Straight,Clear,Offside,US
540-6306,1,Cruise,AV,2023.0,Yes,ADS,2023-08-21,22:32:00,San Francisco,CA ,Street,Dry,25.0,Dark - Lighted,Heavy Truck,No Injuries Reported,Stopped,Cloudy,Front,US
540-6307,1,Cruise,AV,2023.0,Yes,ADS,2023-08-21,23:34:00,San Francisco,CA ,Intersection,Dry,25.0,Dark - Lighted,SUV,No Injuries Reported,Stopped,Clear,Back,US
540-6308,1,Cruise,AV,2023.0,Yes,ADS,2023-08-21,10:37:00,San Francisco,CA ,Intersection,Dry,25.0,Daylight,Heavy Truck,No Injuries Reported,Stopped,Clear,Front,US
540-6310,1,Cruise,AV,2023.0,Yes,ADS,2023-08-21,00:21:00,Austin,TX ,Intersection,Dry,25.0,Dark - Not Lighted,Pickup Truck,No Injuries Reported,Stopped,Clear,Back,US
540-6311,1,Cruise,AV,2023.0,Yes,ADS,2023-08-21,11:59:00,San Francisco,CA ,Intersection,Dry,25.0,Daylight,Passenger Car,No Injuries Reported,Proceeding Straight,Clear,Back,US
540-6313,1,Cruise,AV,2023.0,Yes,ADS,2023-08-21,16:45:00,San Francisco,CA ,Street,Dry,25.0,Daylight,Pickup Truck,No Injuries Reported,Stopped,Clear,Back,US
540-6315,1,Cruise,AV,2023.0,Yes,ADS,2023-08-21,22:55:00,San Francisco,CA ,Intersection,Dry,25.0,Dark - Lighted,Heavy Truck,No Injuries Reported,Proceeding Straight,Clear,Front,US
540-6316,1,Cruise,AV,2022.0,Yes,ADS,2023-08-21,16:31:00,San Francisco,CA ,Street,Dry,25.0,Daylight,Pickup Truck,No Injuries Reported,Proceeding Straight,Clear,Back,US
540-6317,1,Cruise,AV,2023.0,Yes,ADS,2023-08-21,08:37:00,San Francisco,CA ,Street,Dry,25.0,Daylight,Heavy Truck,No Injuries Reported,Stopped,Cloudy,Front,US
540-6318,1,Cruise,AV,2023.0,Yes,ADS,2023-08-21,04:53:00,San Francisco,CA ,Intersection,Dry,25.0,Dark - Lighted,SUV,No Injuries Reported,Proceeding Straight,Cloudy,Front,US
540-6349,1,Chevrolet,Bolt EUV,2023.0,No,ADAS,2025-09-23,11:32:00,Napier Township,PA ,Highway / Freeway,Dry,70.0,Daylight,Other Fixed Object,No Injuries Reported,Proceeding Straight,Cloudy,"Back, Front, Nearside",US
540-6369,1,Cruise,AV,2023.0,Yes,ADS,2023-09-21,03:49:00,Austin,TX ,Intersection,Dry,30.0,Dark - Lighted,SUV,No Injuries Reported,Proceeding Straight,Clear,Back,US
540-6372,1,Cruise,AV,2023.0,Yes,ADS,2023-09-21,20:14:00,Houston,TX ,Intersection,Dry,30.0,Dark - Lighted,SUV,No Injuries Reported,Proceeding Straight,Clear,Front,US
540-6393,1,Cruise,AV,2023.0,Yes,ADS,2023-09-21,09:20:00,Houston,TX ,Intersection,Dry,25.0,Daylight,SUV,No Injuries Reported,Proceeding Straight,Clear,"Front, Offside",US
540-6400,4,Cruise,AV,2023.0,Yes,ADS,2023-10-21,21:29:00,San Francisco,CA ,Intersection,Dry,25.0,Dark - Lighted,Non-Motorist: Pedestrian,Serious,Proceeding Straight,Clear,Bottom,US
540-6451,1,Cruise,AV,2023.0,Yes,ADS,2023-09-21,22:16:00,San Francisco,CA ,Street,Dry,30.0,Dark - Lighted,Passenger Car,No Injuries Reported,Stopped,Clear,Front,US
540-6452,1,Cruise,AV,2023.0,Yes,ADS,2023-09-21,23:02:00,Austin,TX ,Street,Dry,25.0,Dark - Lighted,Passenger Car,No Injuries Reported,Proceeding Straight,Clear,Front,US
540-6453,1,Cruise,AV,2022.0,Yes,ADS,2023-09-21,17:32:00,San Francisco,CA ,Street,Dry,25.0,Daylight,Heavy Truck,No Injuries Reported,Stopped,Clear,Front,US
540-6454,2,Cruise,AV,2022.0,Yes,ADS,2023-09-21,00:05:00,Tempe,AZ ,Street,Dry,25.0,Dark - Lighted,Animal,No Injuries Reported,Proceeding Straight,Clear,Bottom,US
540-6455,1,Cruise,AV,2023.0,Yes,ADS,2023-09-21,04:59:00,Austin,TX ,Street,Dry,25.0,Dark - Lighted,Heavy Truck,No Injuries Reported,Proceeding Straight,Clear,"Back, Offside",US
540-6461,1,Cruise,AV,2023.0,Yes,ADS,2023-09-21,10:54:00,Austin,TX ,Street,Dry,25.0,Daylight,Heavy Truck,No Injuries Reported,Stopped,Clear,Front,US
540-6462,1,Cruise,AV,2023.0,Yes,ADS,2023-09-21,23:56:00,San Francisco,CA ,Intersection,Dry,25.0,Dark - Lighted,Heavy Truck,No Injuries Reported,Making Left Turn,Clear,"Back, Nearside",US
540-6467,1,Cruise,AV,2023.0,Yes,ADS,2023-09-21,23:44:00,Austin,TX ,Intersection,Dry,30.0,Dark - Lighted,SUV,No Injuries Reported,Changing Lanes,Clear,Back,US
540-6468,2,Cruise,AV,2023.0,Yes,ADS,2023-09-21,22:36:00,Austin,TX ,Intersection,Dry,30.0,Dark - Lighted,SUV,No Injuries Reported,Changing Lanes,Clear,Nearside,US
540-6470,1,Cruise,8AV,2020.0,Yes,ADS,2023-09-21,09:37:00,San Francisco,CA ,Street,Dry,25.0,Daylight,Van,No Injuries Reported,Proceeding Straight,Clear,Front,US
540-6472,1,Cruise,AV,2023.0,Yes,ADS,2023-09-21,08:42:00,San Francisco,CA ,Intersection,Dry,25.0,Daylight,Passenger Car,No Injuries Reported,Proceeding Straight,Clear,Front,US
540-6486,2,Chevrolet,Bolt EUV,2023.0,No,ADAS,2025-09-23,05:20:00,San Bernardino,CA ,Highway / Freeway,Dry,70.0,Dark - Not Lighted,Other Fixed Object,Minor,Lane / Road Departure,Clear,Front,US
540-6530,2,Cruise,AV,2023.0,Yes,ADS,2023-10-21,19:32:00,San Francisco,CA ,Street,Dry,25.0,Dark - Lighted,Motorcycle,Moderate,Proceeding Straight,Clear,Back,US
540-6531,1,Cruise,AV,2023.0,Yes,ADS,2023-10-21,16:31:00,San Francisco,CA ,Street,Dry,30.0,Daylight,Heavy Truck,No Injuries Reported,Proceeding Straight,Clear,Front,US
540-6629,1,Cruise,AV,2023.0,Yes,ADS,2023-10-21,01:51:00,Austin,TX ,Intersection,Dry,25.0,Dark - Lighted,Pickup Truck,No Injuries Reported,Stopped,Clear,Back,US
540-6630,1,Cruise,AV,2023.0,Yes,ADS,2023-10-21,08:23:00,San Francisco,CA ,Street,Dry,25.0,Daylight,Heavy Truck,No Injuries Reported,Stopped,Clear,Front,US
540-6632,1,Cruise,AV,2023.0,Yes,ADS,2023-10-21,23:40:00,San Francisco,CA ,Intersection,Dry,25.0,Dark - Lighted,Passenger Car,No Injuries Reported,Stopped,Clear,Back,US
540-6633,1,Crui9se,AV,2022.0,Yes,ADS,2023-10-21,01:29:00,Santa Monica,CA ,Intersection,Dry,15.0,Dark - Lighted,SUV,No Injuries Reported,Proceeding Straight,Clear,Front,US
540-6642,1,Cruise,AV,2023.0,Yes,ADS,2023-10-21,05:01:00,Austin,TX ,Intersection,Dry,25.0,Dark - Lighted,Pickup Truck,No Injuries Reported,Stopped,Clear,Nearside,US
540-6644,1,Cruise,AV,2023.0,Yes,ADS,2023-10-21,02:24:00,Houston,TX ,Street,Dry,25.0,Dark - Lighted,Passenger Car,No Injuries Reported,Proceeding Straight,Clear,Front,US
540-6645,1,Cruise,AV,2023.0,Yes,ADS,2023-10-21,11:37:00,San Francisco,CA ,Street,Dry,25.0,Daylight,Van,No Injuries Reported,Stopped,Clear,Nearside,US
540-6646,1,Cruise,AV,2023.0,Yes,ADS,2023-10-21,22:19:00,San Francisco,CA ,Intersection,Wet,25.0,Dark - Lighted,Passenger Car,No Injuries Reported,Proceeding Straight,Cloudy,"Back, Nearside",US
540-6702,1,GMC,Sierra 1500,2023.0,No,ADAS,2025-11-23,12:02:00,New Albany,OH ,Highway / Freeway,Dry,65.0,Daylight,Animal,No Injuries Reported,Proceeding Straight,Clear,Front,US
540-6763,1,Chevrolet,Silverado 1500,2023.0,No,ADAS,2025-12-23,06:38:00,Fallbrook,CA ,Highway / Freeway,Dry,65.0,Dawn / Dusk,,,Changing Lanes,Clear,Nearside,US
540-6884,1,Cadillac,CT4,2021.0,No,ADAS,2025-12-23,18:17:00,Hammond,IN ,Highway / Freeway,Dry,55.0,Dark - Not Lighted,Heavy Truck,No Injuries Reported,Proceeding Straight,Clear,"Back, Front, Offside",US
540-6944,1,Cadillac,CT5,2025.0,No,ADAS,2025-01-24,07:50:00,St Clair Shores,MI ,Highway / Freeway,Dry,70.0,Dawn / Dusk,SUV,No Injuries Reported,Changing Lanes,Cloudy,Back,US
540-7189,1,Chevrolet,Bolt,2022.0,No,ADAS,2025-02-24,19:04:00,Springfield,VA ,Highway / Freeway,Dry,55.0,Dark - Lighted,"Other, see Narrative",No Injuries Reported,Changing Lanes,Cloudy,Front,US
540-7305,2,GMC,Sierra 1500,2023.0,No,ADAS,2025-03-24,13:19:00,Newport,MI ,Street,Dry,70.0,Daylight,Heavy Truck,No Injuries Reported,Proceeding Straight,Other,Front,US
540-7446,1,GMC,Yukon,2024.0,No,ADAS,2025-04-24,05:30:00,Broussard,LA ,Highway / Freeway,Dry,55.0,Daylight,"Other, see Narrative",No Injuries Reported,Changing Lanes,Clear,,US
540-7451,2,Cadillac,Escalade,2021.0,No,ADAS,2025-04-24,01:03:00,Denver,CO ,Highway / Freeway,Dry,65.0,Daylight,Other Fixed Object,No Injuries Reported,Proceeding Straight,Cloudy,"Front, Nearside",US
540-7579,1,Cadillac,Escalade,2023.0,No,ADAS,2025-04-24,17:33:00,Cleveland,OH ,Highway / Freeway,Dry,60.0,Daylight,Other Fixed Object,No Injuries Reported,Lane / Road Departure,Cloudy,,US
540-7595,2,Chevrolet,Bolt,2022.0,No,ADAS,2025-12-23,14:37:00,San Juan Bautista,CA ,Highway / Freeway,Dry,65.0,Daylight,,Minor,Proceeding Straight,Cloudy,Front,US
