Report ID,Report Version,Make,Model,Model Year,ADS Equipped?,Automation System Engaged?,Incident Date,Incident Time (24:00),City,State,Roadway Type,Roadway Surface,Posted Speed Limit (MPH),Lighting,Crash With,Highest Injury Severity Alleged,SV Pre-Crash Movement,Weather,SV Contact Area,Country
30610-9577,1,Toyota,Highlander,2019.0,Yes,ADS,2024-12-21,08:37:00,Spring Valley,CA ,Street,Dry,45.0,Daylight,Passenger Car,Minor,Making Right Turn,Clear,Back,US
30610-9578,1,Zoox,sedan,2024.0,Yes,ADS,2024-12-21,21:33:00,San Francisco,CA ,Intersection,Dry,25.0,Dark - Lighted,SUV,No Injuries Reported,Proceeding Straight,Clear,Front,US
30610-9722,1,Toyota,Highlander,2019.0,Yes,ADS,2025-01-21,08:57:00,Paradise,NV ,Street,Dry,30.0,Daylight,Other Fixed Object,No Injuries Reported,Proceeding Straight,Clear,"Back, Front",US
30610-9726,1,Toyota,Highlander,2017.0,Yes,ADS,2025-01-21,10:16:00,Paradise,NV ,Street,Dry,45.0,Daylight,SUV,No Injuries Reported,Proceeding Straight,Clear,Nearside,US
30610-9759,1,Toyota,Highlander,2017.0,Yes,ADS,2025-01-21,22:57:00,San Francisco,CA ,Street,Dry,25.0,Dark - Lighted,Passenger Car,No Injuries Reported,Proceeding Straight,Clear,Nearside,US
30610-9768,1,Toyota,Highlander,2019.0,Yes,ADS,2025-01-21,21:16:00,San Francisco,CA ,Intersection,Dry,25.0,Dark - Lighted,Passenger Car,No Injuries Reported,Making Left Turn,Clear,"Back, Nearside",US
30610-9963,1,Zoox,sedan,2024.0,Yes,ADS,2025-01-21,20:46:00,San Francisco,CA ,Street,Dry,15.0,Dark - Lighted,Passenger Car,No Injuries Reported,Stopped,Clear,Front,US
30610-9965,1,Toyota,Highlander,2019.0,Yes,ADS,2025-01-21,18:12:00,San Francisco,CA ,Street,Dry,25.0,Dark - Lighted,Passenger Car,Minor,Stopped,Clear,Back,US
30610-9967,1,Toyota,Highlander,2019.0,Yes,ADS,2025-01-21,08:30:00,Las Vegas,NV ,Street,Dry,35.0,Daylight,Passenger Car,Minor,Stopped,Clear,Back,US
30630-6900,1,Lexus,RX450H,2020.0,Yes,ADS,2023-12-21,16:00:00,Las Vegas,NV ,Street,Dry,30.0,Daylight,SUV,No Injuries Reported,Proceeding Straight,Clear,Back,US
30634-10693,1,KENWORTH,T680,2020.0,Yes,ADS,2025-05-21,11:47:00,Oak Ridge North,TX ,Highway / Freeway,Dry,65.0,Daylight,"Other, see Narrative",No Injuries Reported,"Other, see Narrative",Clear,"Front, Offside",US
30690-1286,1,Local Motors,Olli,2019.0,Yes,ADS,2021-08-21,20:00:00,Yellowstone National Park,WY ,Parking Lot,Dry,15.0,Daylight,Passenger Car,No Injuries Reported,Proceeding Straight,Clear,"Bottom, Front",US
30690-4793,1,Local Motors,2.0,2018.0,Yes,ADS,2023-01-21,11:01:00,Peachtree Corners,GA ,Street,Dry,30.0,Daylight,Other Fixed Object,No Injuries Reported,Proceeding Straight,Cloudy,Front,US
30711-1624,1,Hyundai,Kona/EV,2021.0,Yes,ADS,2021-10-21,10:50:00,Fremont,CA ,Street,Dry,40.0,Daylight,Other Fixed Object,No Injuries Reported,Changing Lanes,Clear,"Bottom, Front",US
30711-1759,3,Hyundai,Kona EV,2021.0,Yes,ADS,2021-10-21,10:50:00,Fremont,CA ,Street,Dry,40.0,Daylight,Other Fixed Object,No Injuries Reported,Changing Lanes,Clear,"Bottom, Front",US
30711-2666,1,Hyundai,Kona EV,2019.0,Yes,ADS,2022-03-21,11:30:00,Tustin,CA ,Street,Wet,45.0,Daylight,"Other, see Narrative",No Injuries Reported,Proceeding Straight,"Cloudy, Rain",Front,US
30711-2862,1,Hyundai,Kona EV,2020.0,Yes,ADS,2022-04-21,09:00:00,Miliptas,CA ,Parking Lot,Wet,,Daylight,Passenger Car,No Injuries Reported,Stopped,"Cloudy, Rain",Nearside,US
30711-3157,1,Hyundai,Kona EV,2021.0,Yes,ADS,2022-05-21,15:00:00,Irvine,CA ,Street,Dry,,Daylight,Passenger Car,No Injuries Reported,Proceeding Straight,Clear,,US
30711-5675,1,Hyundai,Kona EV,2021.0,Yes,ADS,2023-06-21,11:39:00,Fremont,CA ,Street,Dry,35.0,Daylight,Passenger Car,No Injuries Reported,Stopped,Clear,Back,US
30711-6431,1,Lincoln,MKZ,2019.0,Yes,ADS,2023-09-21,17:02:00,Milpitas,CA ,Highway / Freeway,Dry,65.0,Daylight,"Other, see Narrative",No Injuries Reported,Proceeding Straight,Clear,Back,US
30711-7649,1,Lincoln,MKZ,2019.0,No,ADAS,2025-04-24,15:05:00,Fremont,CA ,Street,Dry,35.0,Daylight,"Other, see Narrative",No Injuries Reported,Making Right Turn,Clear,"Back, Front",US
30711-7848,1,Lincoln,MKZ,2019.0,Yes,ADAS,2024-05-21,15:25:00,Fremont,CA ,Street,Dry,35.0,Daylight,Other Fixed Object,No Injuries Reported,Proceeding Straight,Clear,Front,US
30791-10003,1,Chrysler,Pacifica,2020.0,Yes,ADS,2025-02-21,18:31:00,Santa Clara,CA ,Street,Dry,,Dark - Lighted,Passenger Car,No Injuries Reported,Making Right Turn,Cloudy,Front,US
30792-1031,1,Lincoln,MKZ,2017.0,Yes,ADS,2021-07-21,11:35:00,San Jose,CA ,Street,Dry,35.0,Daylight,SUV,No Injuries Reported,Proceeding Straight,Clear,Back,US
30792-10691,1,Nissan,Leaf,2023.0,Yes,ADS,2025-05-21,14:23:00,Santa Clara,CA ,Highway / Freeway,Dry,45.0,Daylight,SUV,No Injuries Reported,Proceeding Straight,Clear,"Front, Nearside",US
30792-1699,1,Nissan,Leaf SL,2019.0,Yes,ADS,2021-11-21,15:27:00,San Jose,CA ,Highway / Freeway,Dry,45.0,Daylight,Passenger Car,No Injuries Reported,Stopped,Clear,Back,US
30792-4714,1,Nissan,Leaf SV Plus,2023.0,Yes,ADS,2022-12-21,16:31:00,Las Vegas,NV ,Intersection,Dry,30.0,Dawn / Dusk,SUV,No Injuries Reported,Making Right Turn,Clear,Back,US
30792-5565,1,Nissan,Leaf,2023.0,Yes,ADS,2023-05-21,11:41:00,San Francisco,CA ,Street,Dry,20.0,Daylight,Non-Motorist: Cyclist,No Injuries Reported,Stopped,Clear,Back,US
30792-5747,1,NISSAN,LEAF,2019.0,Yes,ADS,2023-06-21,14:06:00,san jose,CA ,Street,Dry,45.0,Daylight,Heavy Truck,Moderate,Stopped,Clear,Front,US
30792-6114,1,Nissan,LEAF,2023.0,Yes,,2023-08-21,13:45:00,San Francisco,CA ,Street,Dry,0.0,Daylight,Pickup Truck,No Injuries Reported,Parked,Clear,Front,US
30792-6492,1,Nissan,Leaf,2023.0,Yes,ADS,2023-09-21,13:54:00,San Francisco,CA ,Street,Dry,30.0,Daylight,SUV,No Injuries Reported,Stopped,Clear,Back,US
30792-7147,1,Nissan,LEAF,2023.0,Yes,ADS,2024-01-21,12:56:00,San Jose,CA ,Street,Dry,20.0,Daylight,Passenger Car,No Injuries Reported,"Other, see Narrative",Clear,Back,US
30792-7917,1,Nissan,Leaf,2023.0,Yes,ADS,2024-06-21,10:33:00,San Jose,CA ,Street,Dry,25.0,Daylight,Passenger Car,No Injuries Reported,Stopped,Clear,Back,US
30792-8115,1,Nissan,Leaf,2019.0,Yes,,2024-06-21,15:51:00,Santa Clara,CA ,Street,Dry,35.0,Daylight,Passenger Car,No Injuries Reported,Making U-Turn,Clear,Front,US
30792-9317,1,Nissan,Leaf,2023.0,Yes,ADS,2024-11-21,13:27:00,San Jose,CA ,Intersection,Dry,35.0,Daylight,Pickup Truck,No Injuries Reported,Making Left Turn,Clear,Back,US
30830-1297,1,OLLI,1.0,2019.0,Yes,ADS,2021-08-21,,,WY ,Parking Lot,Dry,,Daylight,Passenger Car,No Injuries Reported,Proceeding Straight,Clear,"Bottom, Front",US
31101-10433,1,Hyundai,Ioniq 5,2023.0,Yes,,2025-03-21,11:56:00,Austin,TX ,Street,Dry,30.0,Daylight,Passenger Car,No Injuries Reported,Proceeding Straight,Clear,Back,US
31101-7044,2,Hyundai,Sonata,2020.0,Yes,ADS,2023-10-21,12:50:00,Austin,TX ,Street,Dry,30.0,Daylight,Passenger Car,No Injuries Reported,Stopped,Clear,Back,US
31101-9685,1,Huyndai,Ioniq 5,2022.0,Yes,,2024-12-21,14:52:00,Austin,TX ,Intersection,Dry,35.0,Daylight,Passenger Car,No Injuries Reported,Stopped,Clear,Back,US
33175-7402,2,Ford,Mustang Mach-E SUV,,No,ADAS,2025-02-24,21:50:00,San Antonio,TX ,Highway / Freeway,,,,SUV,Fatality,,,,US
33175-7613,2,Ford,Mustang Mach-E SUV,,No,ADAS,2025-03-24,03:20:00,Philadelphia,PA ,Highway / Freeway,Dry,,,Passenger Car,Fatality,,Clear,,US
33175-9303,1,Volkswagen,ID.Buzz,2023.0,Yes,ADS,2024-06-21,12:54:00,Austin,TX ,Street,Dry,35.0,Daylight,SUV,No Injuries Reported,Proceeding Straight,,Back,US
33175-9304,1,Volkswagen,ID.Buzz,2023.0,Yes,ADS,2024-05-21,14:23:00,Austin,TX ,Parking Lot,Dry,,Daylight,Passenger Car,No Injuries Reported,Stopped,,Back,US
33175-9305,1,Volkswagen,ID.Buzz,2023.0,Yes,ADS,2024-04-21,10:20:00,Austin,TX ,Street,Wet,35.0,Daylight,Passenger Car,No Injuries Reported,Stopped,,Back,US
33175-9306,1,Volkswagen,ID.Buzz,2023.0,Yes,ADS,2024-02-21,11:20:00,Austin,TX ,Intersection,Dry,40.0,Daylight,Passenger Car,No Injuries Reported,Stopped,,Back,US
33175-9307,1,Volkswagen,ID.Buzz,2023.0,Yes,ADS,2024-01-21,09:00:00,Austin,TX ,Intersection,Dry,35.0,Daylight,Passenger Car,No Injuries Reported,Stopped,,Back,US
33257-8638,1,Vinfast,VF8,,Yes,ADAS,2024-09-21,12:00:00,between Hayward and Union City,CA ,Highway / Freeway,Dry,,Daylight,Passenger Car,No Injuries Reported,Stopped,Clear,Back,US
33257-8867,1,Vinfast,VF8,2023.0,Yes,ADAS,2024-09-21,,Poulsbo,WA ,Rural Road,Dry,35.0,,Other Fixed Object,No Injuries Reported,Crossing into Opposing Lane,,Offside,US
33475-8060,1,Local Motors,Olli 2.0,,Yes,ADS,2024-06-21,13:51:00,Jacksonville,FL ,Parking Lot,Dry,15.0,Daylight,Van,No Injuries Reported,Stopped,Cloudy,Front,US
33495-6720,1,Chrysler,Pacifica,2020.0,Yes,ADS,2023-06-21,15:39:00,San Francisco,CA ,Intersection,Dry,25.0,Daylight,Non-Motorist: Other,No Injuries Reported,Proceeding Straight,Clear,Back,US
33495-6725,1,Lincoln,MKZ Hybrid,2017.0,Yes,,2023-09-21,12:25:00,San Francisco,CA ,Street,Dry,25.0,Daylight,SUV,No Injuries Reported,Changing Lanes,Clear,Front,US
33495-6726,1,Lincoln,MKZ Hybrid,2016.0,Yes,,2023-10-21,12:01:00,San Francisco,CA ,Intersection,Dry,25.0,Daylight,"Other, see Narrative",No Injuries Reported,Proceeding Straight,Clear,Front,US
33500-7993,1,Ford,F-150,2023.0,No,ADAS,2025-06-24,13:10:00,Detroit,MI ,Highway / Freeway,Wet,55.0,Daylight,SUV,No Injuries Reported,Proceeding Straight,Cloudy,Back,US
502-10114,2,Ford,Expedition,2024.0,No,ADAS,2025-01-25,,,AL ,,,,,"Other, see Narrative",Minor,,,,US
502-10412,1,Tesla,Y,2025.0,No,ADAS,2025-04-25,08:40:00,Los Altos,CA ,Street,Dry,50.0,Daylight,Passenger Car,No Injuries Reported,"Other, see Narrative",Clear,Back,US
502-10575,1,Lincoln,Navigator,2025.0,No,ADAS,2025-04-25,02:20:00,Dundee,MI ,Highway / Freeway,Dry,65.0,Dark - Lighted,Animal,No Injuries Reported,Proceeding Straight,Clear,Front,US
502-1163,3,Ford,Fusion,2019.0,Yes,ADS,2021-09-21,13:18:00,Miami Beach,FL ,Street,Dry,30.0,Daylight,Passenger Car,No Injuries Reported,Proceeding Straight,Clear,Front,US
502-1470,4,Ford,F-150,2021.0,No,,2025-09-21,15:24:00,Forsyth,GA ,Highway / Freeway,,70.0,Daylight,Other Fixed Object,Fatality,Proceeding Straight,Clear,"Front, Nearside, Offside",US
502-1697,2,Ford,Escape,2020.0,Yes,ADS,2021-10-21,14:25:00,Palo Alto,CA ,Intersection,Dry,25.0,Daylight,SUV,No Injuries Reported,Making Right Turn,Cloudy,Back,US
502-1763,2,Ford,Bronco Sport,2021.0,No,,2025-11-21,19:00:00,Memphis,MI ,Rural Road,Dry,,Dark - Not Lighted,Pole / Tree,No Injuries Reported,Proceeding Straight,Clear,Front,US
502-18,2,Ford,Fusion,2019.0,Yes,ADS,2021-07-21,09:26:00,Washington DC,DC ,Street,Dry,25.0,Daylight,Pickup Truck,Minor,Stopped,Clear,Back,US
502-2178,2,Ford,Escape,2020.0,Yes,ADS,2022-01-21,12:22:00,Miami,FL ,Street,Dry,30.0,Daylight,SUV,Minor,Making Right Turn,Clear,Back,US
502-2354,2,Ford,Escape,2020.0,No,ADAS,2025-02-22,12:33:00,Middleburg,FL ,Intersection,Dry,,Dawn / Dusk,Heavy Truck,Moderate,Proceeding Straight,Cloudy,"Back, Front, Offside, Top",US
502-2479,2,Ford,Escape,2020.0,Yes,ADS,2022-03-21,12:39:00,Coral Gables,FL ,Traffic Circle,Dry,30.0,Daylight,SUV,Moderate,Stopped,Clear,Back,US
502-2525,1,Ford,Fusion,2019.0,Yes,ADS,2022-02-21,08:51:00,Washington DC,DC ,Street,Dry,25.0,Daylight,Passenger Car,No Injuries Reported,Stopped,Cloudy,Back,US
502-2581,2,Ford,F150,2021.0,No,ADAS,2025-11-21,,Airmont,NY ,,,,,Pole / Tree,Serious,,,,US
502-2582,2,Ford,Escape,2020.0,No,ADAS,2025-01-22,10:21:00,Paradise Valley,AZ ,Intersection,Dry,45.0,Daylight,Passenger Car,Minor,Making Right Turn,Clear,"Front, Offside",US
502-2751,1,Ford,Fusion,2019.0,Yes,ADS,2022-03-21,12:50:00,Miami,FL ,Intersection,Wet,30.0,Daylight,Passenger Car,No Injuries Reported,Stopped,Cloudy,Back,US
502-2973,2,Ford,Escape,2020.0,Yes,ADS,2022-05-21,08:11:00,WDC,DC ,Intersection,Dry,25.0,Daylight,Heavy Truck,No Injuries Reported,Stopped,Clear,Back,US
502-3140,2,Ford,Escape,2020.0,Yes,ADS,2022-06-21,16:35:00,Austin,TX ,Street,Dry,30.0,Daylight,Non-Motorist: Cyclist,No Injuries Reported,Stopped,Clear,Back,US
502-3413,1,Ford,Escape,2020.0,Yes,ADS,2022-06-21,14:48:00,Miami,FL ,Street,Wet,30.0,Daylight,Passenger Car,No Injuries Reported,Making Right Turn,Rain,Back,US
502-3416,1,Ford,Escape,2020.0,Yes,ADS,2022-06-21,13:30:00,Pittsburgh,PA ,Intersection,Dry,25.0,Daylight,SUV,No Injuries Reported,Stopped,Clear,Front,US
502-3744,2,Ford,Expedition,2022.0,No,ADAS,2025-08-22,17:00:00,Bloomington,MN ,Highway / Freeway,Wet,65.0,Daylight,SUV,Minor,Stopped,Cloudy,Back,US
502-3864,1,Ford,Escape,2020.0,Yes,ADS,2022-08-21,17:55:00,Miami Beach,FL ,Street,Dry,30.0,Daylight,Pickup Truck,No Injuries Reported,Stopped,Clear,Back,US
502-3866,1,Ford,Escape,2020.0,Yes,ADS,2022-08-21,12:31:00,Miami,FL ,Street,Dry,30.0,Daylight,Passenger Car,No Injuries Reported,Stopped,Clear,Back,US
502-3906,2,Ford,Edge,2021.0,No,ADAS,2025-09-22,,Portland,MI ,Highway / Freeway,,70.0,,Other Fixed Object,No Injuries Reported,Proceeding Straight,,Front,US
502-3914,2,Ford,Escape,2020.0,Yes,ADS,2022-09-21,17:24:00,Palo Alto,CA ,Street,Dry,25.0,Daylight,Non-Motorist: Cyclist,No Injuries Reported,Proceeding Straight,Clear,Offside,US
502-4026,1,Ford,Escape,2020.0,Yes,ADS,2022-09-21,10:23:00,Miami,FL ,Street,Dry,25.0,Daylight,Heavy Truck,No Injuries Reported,Stopped,Clear,Front,US
502-4131,1,Ford,Escape,2020.0,Yes,ADS,2022-10-21,13:14:00,Austin,TX ,Street,Dry,30.0,Daylight,Passenger Car,No Injuries Reported,Proceeding Straight,Clear,Offside,US
502-4132,1,Ford,Escape,2020.0,Yes,ADS,2022-10-21,08:00:00,Austin,TX ,Street,Dry,25.0,Daylight,Passenger Car,No Injuries Reported,Making Right Turn,Clear,Back,US
502-5810,2,Ford,Escape,2021.0,No,ADAS,2025-06-23,09:13:00,Crothersville,IN ,Highway / Freeway,Dry,70.0,Daylight,Other Fixed Object,Minor,"Other, see Narrative",Clear,"Back, Front, Nearside",US
502-6362,1,Ford,F-150,2021.0,No,ADAS,2025-09-23,09:30:00,Westland,MI ,Street,Dry,40.0,Daylight,SUV,No Injuries Reported,Proceeding Straight,Clear,"Front, Nearside",US
502-6643,1,Ford,F-150,2022.0,No,ADAS,2025-09-23,,Lincoln,CA ,Highway / Freeway,,,,Passenger Car,No Injuries Reported,Proceeding Straight,,,US
502-6772,1,Ford,F-150,2021.0,No,ADAS,2025-12-23,,Flint,MI ,Highway / Freeway,Wet,70.0,Daylight,Passenger Car,No Injuries Reported,Proceeding Straight,"Cloudy, Rain","Bottom, Front, Nearside, Offside",US
502-6852,1,Ford,Mach-E,2023.0,No,ADAS,2025-12-23,16:26:00,Highland Park,MI ,Highway / Freeway,Dry,,Daylight,"Other, see Narrative",No Injuries Reported,Proceeding Straight,Clear,"Bottom, Front",US
502-7195,3,Ford,F150,2023.0,No,ADAS,2025-02-24,,Orlando,FL ,Highway / Freeway,,,,Other Fixed Object,Serious,Proceeding Straight,,"Back, Front, Nearside",US
502-7268,4,Ford,Mach-E,2022.0,No,ADAS,2025-02-24,21:50:00,San Antonio,TX ,Highway / Freeway,Dry,70.0,,SUV,Fatality,Proceeding Straight,Clear,"Front, Top",US
502-7283,1,Ford,Escape,2021.0,No,ADAS,2025-02-24,11:41:00,Libertyville Twp,IL ,Highway / Freeway,Dry,65.0,Daylight,Passenger Car,No Injuries Reported,Proceeding Straight,Clear,"Back, Front, Nearside, Offside",US
502-7426,3,Ford,Mach-E,2022.0,No,ADAS,2025-03-24,03:20:00,Philadelphia,PA ,Highway / Freeway,Dry,55.0,"Other, see Narrative",Passenger Car,Fatality,Proceeding Straight,Clear,"Back, Front, Nearside",US
502-7990,1,Ford,F-150,2023.0,No,ADAS,2025-06-24,13:10:00,Detroit,MI ,Highway / Freeway,Wet,55.0,Daylight,SUV,No Injuries Reported,Proceeding Straight,Cloudy,Back,US
502-8024,1,Ford,F-150,2022.0,No,ADAS,2025-05-24,16:38:00,Kissimmee,FL ,Highway / Freeway,Dry,65.0,Daylight,Heavy Truck,No Injuries Reported,Proceeding Straight,Clear,Front,US
502-8686,1,Ford,Explorer,2025.0,No,ADAS,2025-09-24,05:40:00,Wixom,MI ,Highway / Freeway,Dry,60.0,Dawn / Dusk,Pickup Truck,No Injuries Reported,Stopped,,Back,US
502-8738,2,Ford,Mach-E,2024.0,No,ADAS,2025-09-24,13:28:00,Novi,MI ,Highway / Freeway,Dry,60.0,Daylight,Passenger Car,No Injuries Reported,Proceeding Straight,Clear,Front,US
502-8763,1,Ford,F-150 Lightning,2023.0,No,ADAS,2025-12-23,19:26:00,Poulsbo,WA ,Street,,,,Passenger Car,No Injuries Reported,"Other, see Narrative",,Front,US
502-8774,1,Ford,F-150,2024.0,No,ADAS,2025-10-24,15:05:00,Houston,TX ,Highway / Freeway,Dry,60.0,Daylight,Passenger Car,No Injuries Reported,Stopped,Clear,Back,US
502-8946,2,Ford,Escape,2023.0,No,ADAS,2025-10-24,20:30:00,Fremont,OH ,Highway / Freeway,Dry,60.0,Dark - Not Lighted,Animal,Moderate,Proceeding Straight,Clear,Front,US
502-8983,1,Ford,Mach-E,2024.0,No,ADAS,2025-10-24,09:01:00,Houston,TX ,Highway / Freeway,,35.0,Dawn / Dusk,Other Fixed Object,No Injuries Reported,Proceeding Straight,,Front,US
540-10173,1,GMC,Sierra,2024.0,No,ADAS,2025-03-25,17:55:00,Deer Park,WA ,Highway / Freeway,Dry,60.0,Dawn / Dusk,"Other, see Narrative",,Proceeding Straight,Cloudy,Front,US
540-10434,1,Chevrolet,Bolt EUV,2023.0,No,ADAS,2025-04-25,16:17:00,North Babylon,NY ,Highway / Freeway,Dry,55.0,Daylight,,No Injuries Reported,Proceeding Straight,Cloudy,Back,US
540-10526,1,GMC,Sierra Crew Cab,2024.0,No,ADAS,2025-10-24,05:30:00,JONESTOWN,PA ,Highway / Freeway,Dry,70.0,Dark - Not Lighted,Animal,No Injuries Reported,Proceeding Straight,Clear,Back,US
540-10591,1,CADILLAC,ESCALADE,2021.0,No,ADAS,2025-04-25,13:13:00,Fallbrook,CA ,Highway / Freeway,Dry,70.0,Daylight,Other Fixed Object,,Proceeding Straight,Cloudy,"Back, Front, Nearside",US
540-10716,1,GMC,Yukon,2024.0,No,ADAS,2025-05-25,00:51:00,Clinton,NY ,Highway / Freeway,,55.0,Dark - Not Lighted,,,Lane / Road Departure,Clear,Front,US
540-1517,2,Chevrolet,Bolt,2020.0,Yes,ADS,2021-08-21,12:58:00,San Francisco,CA ,Intersection,Dry,25.0,Daylight,Pickup Truck,No Injuries Reported,Proceeding Straight,Clear,"Back, Nearside",US
540-1947,2,Cadillac,CT5 V,2021.0,No,ADAS,2025-12-21,23:08:00,Lake Geneva,WI ,Highway / Freeway,,70.0,,Animal,No Injuries Reported,Proceeding Straight,Cloudy,Front,US
540-2078,1,Cruise,AV,2020.0,Yes,ADS,2021-12-21,18:41:00,San Francisco,CA ,Street,Wet,25.0,Dark - Lighted,Passenger Car,No Injuries Reported,Proceeding Straight,Rain,Front,US
540-2100,1,Cruise,AV,2020.0,Yes,ADS,2021-12-21,16:47:00,San Francisco,CA ,Street,Dry,25.0,Daylight,Pickup Truck,No Injuries Reported,Stopped,Clear,Back,US
540-2101,1,Cruise,AV,2020.0,Yes,ADS,2021-12-21,17:22:00,San Francisco,CA ,Street,Dry,25.0,Dark - Lighted,Passenger Car,No Injuries Reported,Stopped,Clear,Back,US
540-2103,1,Cruise,AV,2020.0,Yes,ADS,2021-11-21,07:44:00,San Francisco,CA ,Street,Dry,25.0,Daylight,Passenger Car,Minor,Stopped,Clear,Back,US
540-2177,2,Cruise,AV,2020.0,Yes,ADS,2022-01-21,03:56:00,San Francisco,CA ,Intersection,Dry,25.0,Dark - Lighted,SUV,No Injuries Reported,Proceeding Straight,Clear,"Front, Offside",US
540-2220,2,Cruise,AV,2020.0,Yes,ADS,2022-01-21,13:10:00,San Francisco,CA ,Street,Dry,25.0,Daylight,Non-Motorist: Cyclist,Minor,Proceeding Straight,Clear,Back,US
540-2375,2,Cadillac,CT6,2019.0,No,ADAS,2025-02-22,09:41:00,Boca Raton,FL ,Highway / Freeway,Dry,65.0,Daylight,Other Fixed Object,Minor,Lane / Road Departure,Cloudy,,US
540-2512,2,Cruise,AV,2020.0,Yes,ADS,2022-02-21,00:48:00,San Francisco,CA ,Intersection,Dry,25.0,Dark - Lighted,Passenger Car,No Injuries Reported,Proceeding Straight,Clear,Front,US
540-2590,2,Cruise,AV,2022.0,Yes,ADS,2022-03-21,13:24:00,San Francisco,CA ,Street,Dry,30.0,Daylight,Non-Motorist: Cyclist,Serious,Proceeding Straight,Cloudy,Back,US
540-2594,2,Cruise,AV,2020.0,Yes,ADS,2022-03-21,02:07:00,San Francisco,CA ,Street,Dry,25.0,Dark - Lighted,Pickup Truck,No Injuries Reported,Stopped,Clear,Front,US
540-2706,2,Cruise,AV,2020.0,Yes,ADS,2022-03-21,12:26:00,San Francisco,CA ,Street,Dry,25.0,Daylight,Passenger Car,Moderate,Changing Lanes,Clear,Nearside,US
540-2827,2,Cruise,AV,2020.0,Yes,ADS,2022-04-21,23:21:00,San Francisco,CA ,Intersection,Dry,25.0,Dark - Lighted,Passenger Car,No Injuries Reported,Stopped,Clear,Front,US
540-2907,1,Cruise,AV,2020.0,Yes,ADS,2022-04-21,00:43:00,San Francisco,CA ,Intersection,Dry,25.0,Dark - Lighted,SUV,No Injuries Reported,Proceeding Straight,Clear,"Front, Offside",US
540-2925,1,Cruise,AV,2020.0,Yes,ADS,2022-04-21,01:55:00,San Francisco,CA ,Intersection,Dry,25.0,Dark - Lighted,Passenger Car,No Injuries Reported,"Other, see Narrative",Clear,Back,US
540-2926,1,Cruise,AV,2020.0,Yes,ADS,2022-04-21,23:21:00,San Francisco,CA ,Street,Dry,25.0,Dark - Lighted,Passenger Car,No Injuries Reported,Proceeding Straight,Clear,Nearside,US
540-2927,1,Cruise,AV,2022.0,Yes,ADS,2022-04-21,00:13:00,San Francisco,CA ,Street,Dry,25.0,Dark - Lighted,Passenger Car,No Injuries Reported,"Other, see Narrative",Clear,Back,US
540-2928,1,Cruise,AV,2020.0,Yes,ADS,2022-04-21,03:35:00,San Francisco,CA ,Street,Dry,25.0,Dark - Lighted,Passenger Car,,"Other, see Narrative",Clear,Back,US
540-3083,2,Cruise,AV,2020.0,Yes,ADS,2022-06-21,01:54:00,San Francisco,CA ,Street,Dry,25.0,Dark - Lighted,Non-Motorist: Pedestrian,,"Other, see Narrative",Clear,Front,US
540-3085,2,Cruise,AV,2022.0,Yes,ADS,2022-06-21,23:00:00,San Francisco,CA ,Intersection,Dry,25.0,Dark - Lighted,Passenger Car,Minor,Making Left Turn,Clear,"Back, Offside",US
540-3123,1,Cruise,AV,2020.0,Yes,ADS,2022-05-21,04:37:00,San Francisco,CA ,Intersection,Dry,25.0,Dark - Lighted,Passenger Car,Minor,Stopped,Clear,Back,US
540-3283,2,Cruise,AV,2020.0,Yes,ADS,2022-06-21,10:49:00,San Francisco,CA ,Street,Dry,25.0,Daylight,Non-Motorist: Cyclist,Minor,Proceeding Straight,Clear,Back,US
540-3643,1,Cruise,AV,2022.0,Yes,ADS,2022-07-21,02:57:00,San Francisco,CA ,Street,Dry,25.0,Dark - Lighted,Passenger Car,No Injuries Reported,Stopped,Clear,"Back, Offside",US
540-3644,1,Cruise,AV,2020.0,Yes,ADS,2022-07-21,22:46:00,San Francisco,CA ,Intersection,Dry,25.0,Dark - Lighted,SUV,No Injuries Reported,Proceeding Straight,Clear,Back,US
540-3645,1,Cruise,AV,2020.0,Yes,ADS,2022-07-21,01:39:00,San Francisco,CA ,Street,Dry,25.0,Dark - Lighted,Passenger Car,No Injuries Reported,Proceeding Straight,Clear,Nearside,US
540-3647,1,Cruise,AV,2020.0,Yes,ADS,2022-07-21,00:27:00,San Francisco,CA ,Street,Wet,25.0,Dark - Lighted,"Other, see Narrative",No Injuries Reported,Stopped,Rain,,US
540-3753,3,Cruise,AV,2022.0,Yes,ADS,2022-09-21,18:46:00,San Francisco,CA ,Street,Dry,25.0,Daylight,Motorcycle,Minor,Proceeding Straight,Clear,Back,US
540-3819,1,Cruise,AV,2020.0,Yes,ADS,2022-08-21,07:04:00,San Francisco,CA ,Street,Dry,25.0,Daylight,Passenger Car,No Injuries Reported,"Other, see Narrative",Clear,Back,US
540-3820,1,Cruise,AV,2020.0,Yes,ADS,2022-08-21,03:53:00,San Francisco,CA ,Street,Dry,25.0,Dark - Lighted,Passenger Car,Minor,Stopped,Clear,Back,US
540-4019,3,Cruise,AV,2022.0,Yes,ADS,2022-09-21,05:14:00,San Francisco,CA ,Street,Dry,25.0,Dark - Lighted,Passenger Car,No Injuries Reported,"Other, see Narrative",Clear,Back,US
540-4483,2,Cadillac,CT6,2018.0,No,ADAS,2025-12-22,16:27:00,Millersville,MA ,Highway / Freeway,Dry,65.0,Daylight,SUV,No Injuries Reported,Proceeding Straight,Cloudy,Nearside,US
