Report ID,Report Version,Make,Model,Model Year,Mileage,ADS Equipped?,Automation System Engaged?,Incident Date,Incident Time (24:00),City,State,Roadway Type,Roadway Surface,Roadway Description,Posted Speed Limit (MPH),Lighting,Crash With,Highest Injury Severity Alleged,Property Damage?,SV Pre-Crash Movement,SV Precrash Speed (MPH),Within ODD?,CP Contact Area,Weather,SV Contact Area,Country
1243-8428,2,Subaru,Forester,2022-01-01,39833.0,No,ADAS,2025-08-24,10:03:00,Stuart,FL ,Street,Dry,No Unusual Conditions,45.0,Daylight,Other Fixed Object,No Injuries Reported,Yes,Proceeding Straight,53.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,"Front Left, Front, Front Right",US
1243-8486,2,Subaru,Forester,2022-01-01,29200.0,No,ADAS,2025-08-24,23:00:00,Napavine,WA ,Rural Road,Dry,No Unusual Conditions,25.0,Dark - Unknown Lighting,Other Fixed Object,Minor,Yes,Proceeding Straight,25.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,"Rear Left, Left, Front Left, Top, Front, Rear Right, Right, Front Right",US
1243-8635,1,Subaru,Forester,2023-01-01,17243.0,No,ADAS,2025-09-24,18:08:00,Woodland,CA ,Highway / Freeway,Dry,No Unusual Conditions,70.0,Daylight,Passenger Car,No Injuries Reported,Yes,Proceeding Straight,78.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Rear, Rear Right",Clear,"Rear Left, Left, Front Left, Rear, Top, Front, Rear Right, Right, Front Right, Bottom",US
1243-8674,1,Subaru,Forester,2020-01-01,47000.0,No,ADAS,2025-09-24,07:20:00,Arnold,NE ,Highway / Freeway,Dry,No Unusual Conditions,65.0,Daylight,Animal,Minor,Yes,Proceeding Straight,60.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,"Front Left, Front, Front Right",US
1243-8675,2,Subaru,Outback,2022-01-01,69653.0,No,ADAS,2025-09-24,17:00:00,Missing,UT ,Highway / Freeway,Dry,No Unusual Conditions,80.0,Daylight,"Other, see Narrative",Minor,Yes,Passing,80.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,"Rear Left, Left, Front Left, Rear, Top, Front, Rear Right, Right, Front Right",US
1243-9080,1,Subaru,Ascent,2024-01-01,18886.0,No,ADAS,2025-11-24,22:09:00,Plainview,TX ,Rural Road,Dry,No Unusual Conditions,75.0,Dark - Not Lighted,Animal,No Injuries Reported,Yes,Proceeding Straight,78.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,"Front Left, Front",US
1243-9301,2,Subaru,Impreza,2024-01-01,5002.0,No,ADAS,2025-12-24,17:57:00,San Diego,CA ,Highway / Freeway,Dry,No Unusual Conditions,55.0,Dark - Not Lighted,Pole / Tree,Minor,Yes,Proceeding Straight,55.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,"Rear Left, Left, Front Left, Rear, Top, Front, Rear Right, Right, Front Right",US
1243-9477,2,Subaru,Crosstrek,2021-01-01,50000.0,No,ADAS,2025-11-24,12:00:00,Ehrenberg,AZ ,Highway / Freeway,Dry,No Unusual Conditions,35.0,Daylight,Passenger Car,No Injuries Reported,Yes,Proceeding Straight,79.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,"Front Left, Front, Front Right",US
1243-9485,2,Subaru,Crosstrek,2024-01-01,10100.0,No,ADAS,2025-12-24,13:30:00,Chili,NY ,Street,Dry,No Unusual Conditions,,Daylight,"Other, see Narrative",Minor,Yes,Unknown,45.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,"Front Left, Front, Front Right",US
1243-9613,2,Subaru,Outback,2020-01-01,24575.0,No,ADAS,2025-12-24,13:00:00,Heber City,UT ,Intersection,Dry,No Unusual Conditions,55.0,Daylight,Pickup Truck,No Injuries Reported,Yes,Proceeding Straight,70.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Rear Left, Rear, Rear Right",Clear,"Front Left, Front, Front Right",US
1306-10345,3,Toyota,Camry,2025-01-01,17706.0,No,ADAS,2025-03-25,05:43:00,Delta,CO ,Highway / Freeway,Dry,Unknown,,Unknown,Other Fixed Object,Unknown,Yes,Proceeding Straight,63.0,"Unknown, see Narrative",Missing,Missing,"Rear Left, Left, Front Left, Rear, Top, Front, Rear Right, Right, Front Right, Bottom",US
1306-1065,1,Lexus,RX450H,2020-01-01,3854.0,Yes,ADS,2021-07-26,16:15:00,Indianapolis,IN ,Street,Dry,No Unusual Conditions,25.0,Daylight,SUV,No Injuries Reported,Yes,Proceeding Straight,18.0,Yes,"Rear Left, Left",Clear,"Front Left, Front Right",US
1306-10766,1,Toyota,RAV4,2020-01-01,,No,ADAS,2025-04-25,03:30:00,Putney,OH ,Highway / Freeway,Dry,No Unusual Conditions,,Dark - Unknown Lighting,Other Fixed Object,Unknown,Yes,Proceeding Straight,65.0,"Unknown, see Narrative",Missing,Clear,Missing,US
1306-1247,1,Lexus,RX450H,2020-01-01,4586.0,Yes,ADS,2021-08-26,11:16:00,Indianapolis,IN ,Street,Dry,No Unusual Conditions,25.0,Daylight,"Other, see Narrative",No Injuries Reported,Yes,Making Right Turn,6.0,Yes,Missing,Clear,Front Right,US
1306-1376,4,Toyota,Camry,2021-01-01,17283.0,No,"Unknown, see Narrative",2025-09-21,08:29:00,Orange Grove,TX ,Rural Road,Dry,Unknown,70.0,Daylight,Other Fixed Object,Unknown,Yes,Proceeding Straight,78.0,Unknown,Missing,Clear,"Front Left, Front, Front Right",US
1306-1519,2,Toyota,RAV4,2019-01-01,30000.0,No,"Unknown, see Narrative",2025-10-21,13:45:00,Pleasanton,TX ,Highway / Freeway,Wet,"Other, see Narrative",,Unknown,Pole / Tree,Unknown,Yes,Unknown,,Unknown,Missing,"Cloudy, Rain","Left, Front Left, Front",US
1306-2797,3,Toyota,RAV4,2021-01-01,18949.0,No,ADAS,2025-04-22,13:18:00,Eniat,WA ,Rural Road,Unknown,Unknown,,Unknown,Other Fixed Object,Unknown,Unknown,Making Left Turn,14.0,"Unknown, see Narrative",Missing,Missing,Front Right,US
1306-2911,2,Toyota,RAV4,2019-01-01,95814.0,No,"Unknown, see Narrative",2025-04-22,22:30:00,Fife,WA ,Highway / Freeway,Wet,Unknown,,Unknown,Other Fixed Object,Unknown,Unknown,Unknown,65.0,"Unknown, see Narrative",Missing,Missing,"Front Left, Front",US
1306-3076,1,Toyota,RAV4,2019-01-01,95894.0,No,ADAS,2025-04-22,22:30:00,Fife,WA ,Highway / Freeway,Wet,Unknown,,Unknown,Other Fixed Object,Unknown,Unknown,Proceeding Straight,62.0,"Unknown, see Narrative",Missing,Missing,"Front Left, Front",US
1306-3355,1,Lexus,RX450H,2020-01-01,19835.0,Yes,ADS,2022-05-26,16:11:00,Arlington,TX ,Street,Dry,No Unusual Conditions,25.0,Daylight,Pickup Truck,No Injuries Reported,Yes,Proceeding Straight,11.0,Yes,Left,Clear,Right,US
1306-3507,2,Lexus,NX 350,2022-01-01,4622.0,No,ADAS,2025-05-22,18:48:00,Altadena,CA ,Highway / Freeway,Unknown,Unknown,,Daylight,SUV,Unknown,Yes,Proceeding Straight,72.0,"Unknown, see Narrative","Rear Left, Rear, Rear Right",Clear,"Front Left, Front, Front Right",US
1306-3573,2,Toyota,Sienna HV,2021-01-01,17424.0,No,ADAS,2025-06-22,07:00:00,Fairfield,TX ,Highway / Freeway,Dry,No Unusual Conditions,,Unknown,Passenger Car,Unknown,Yes,Proceeding Straight,77.0,"Unknown, see Narrative","Rear Left, Rear, Rear Right",Missing,"Front Left, Front, Front Right",US
1306-3711,3,Toyota,Corolla,2021-01-01,13954.0,No,ADAS,2025-07-22,02:59:00,Goldsboro,NC ,Highway / Freeway,Unknown,Unknown,,Dark - Not Lighted,Unknown,Unknown,Yes,Proceeding Straight,89.0,"Unknown, see Narrative",Missing,Missing,"Rear Left, Left, Front Left, Rear, Top, Front, Rear Right, Right, Front Right",US
1306-3729,3,Toyota,RAV4 HV,2022-01-01,5424.0,No,"Unknown, see Narrative",2025-07-22,20:29:00,Catonsville,MD ,Highway / Freeway,Dry,Unknown,,Unknown,Unknown,No Injuries Reported,Yes,"Other, see Narrative",9.0,"Unknown, see Narrative",Missing,Missing,"Rear Left, Left, Rear, Rear Right, Right",US
1306-3876,3,Toyota,Camry HV,2022-01-01,4456.0,No,ADAS,2025-08-22,09:16:00,Park Hills,MO ,Highway / Freeway,Dry,Unknown,,Daylight,Other Fixed Object,Unknown,Yes,Making Left Turn,22.0,"Unknown, see Narrative",Missing,Clear,"Rear Left, Left, Front Left",US
1306-4010,1,Lexus,RX450H,2020-01-01,19352.0,Yes,ADS,2022-08-26,16:15:00,Arlington,TX ,Intersection,Dry,Work Zone,25.0,Daylight,Pickup Truck,No Injuries Reported,Yes,Stopped,10.0,Yes,Front,Clear,Rear,US
1306-4235,1,Toyota,Sienna,2021-01-01,700.0,Yes,ADS,2022-09-26,09:02:00,Sun City,AZ ,Parking Lot,Dry,No Unusual Conditions,,Daylight,Passenger Car,No Injuries Reported,No,Backing,0.0,Yes,Rear,Clear,Front,US
1306-4283,2,Toyota,Highlander,2022-01-01,9730.0,No,ADAS,,,Missing,UNK,Unknown,Unknown,Unknown,,Unknown,Other Fixed Object,No Injuries Reported,Yes,Proceeding Straight,,"Unknown, see Narrative",Missing,Missing,"Rear Right, Front Right",US
1306-4286,2,Toyota,Venza,2021-01-01,21000.0,No,ADAS,2025-11-22,13:30:00,Hopkins,KY ,Highway / Freeway,Unknown,Unknown,,Unknown,Other Fixed Object,Unknown,Yes,Proceeding Straight,60.0,"Unknown, see Narrative",Missing,Missing,Missing,US
1306-4287,3,Lexus,RX450hL,2022-01-01,16678.0,No,ADAS,2025-11-22,03:28:00,McDonald,NC ,Highway / Freeway,Unknown,Unknown,,Dark - Not Lighted,Other Fixed Object,Unknown,Yes,Proceeding Straight,69.0,"Unknown, see Narrative",Missing,Missing,"Rear Left, Left, Front Left, Rear Right, Right, Front Right",US
1306-4389,2,Lexus,RX450H,2020-01-01,25702.0,Yes,"Unknown, see Narrative",2022-11-26,15:43:00,Ann Arbor,MI ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,Non-Motorist: Cyclist,No Injuries Reported,No,Entering Traffic,4.0,"No, see Narrative",Missing,Clear,"Front Left, Front",US
1306-4390,2,Toyota,Sienna,2021-01-01,5708.0,Yes,ADS,2022-12-26,09:02:00,Sun City,AZ ,Street,Dry,No Unusual Conditions,30.0,Daylight,Motorcycle,No Injuries Reported,No,Stopped,0.0,Yes,Front Left,Clear,"Rear, Rear Right",US
1306-4427,2,Lexus,NX350,2022-01-01,1630.0,No,ADAS,2025-11-22,13:11:00,Novi,MI ,Highway / Freeway,Unknown,Traffic Incident,,Daylight,Passenger Car,Unknown,Yes,Proceeding Straight,31.0,"Unknown, see Narrative","Rear Left, Rear, Rear Right",Missing,"Rear Left, Front Left, Rear, Front, Rear Right, Front Right",US
1306-4717,2,Lexus,UX200,2020-01-01,17749.0,No,ADAS,2025-01-23,10:15:00,Nash,TX ,Intersection,Unknown,Unknown,55.0,Unknown,Unknown,Unknown,Yes,Proceeding Straight,48.0,"Unknown, see Narrative",Missing,Missing,"Rear Left, Left, Front Left, Front, Front Right",US
1306-5139,2,Toyota,Corolla Hyrbid,2023-01-01,162.0,No,ADAS,2025-02-23,13:13:00,Richmond,VA ,Highway / Freeway,Dry,No Unusual Conditions,15.0,Daylight,Other Fixed Object,No Injuries Reported,Yes,Lane / Road Departure,30.0,"Unknown, see Narrative",Missing,Missing,"Front Left, Front Right",US
1306-5170,3,Toyota,Camry,2022-01-01,13811.0,No,ADAS,2025-03-23,07:19:00,Vega Baja,PR ,Highway / Freeway,Unknown,Unknown,,Unknown,Other Fixed Object,Unknown,Yes,Changing Lanes,67.0,"Unknown, see Narrative",Missing,Missing,"Front Left, Front, Bottom",US
1306-5424,2,Toyota,Venza HV,2021-01-01,24347.0,No,ADAS,2025-04-23,18:59:00,White City,OR ,Highway / Freeway,Unknown,Unknown,,Unknown,Other Fixed Object,Unknown,Yes,Crossing into Opposing Lane,63.0,"Unknown, see Narrative",Missing,Cloudy,"Rear Left, Front Left, Rear, Front, Rear Right, Front Right",US
1306-5602,2,Toyota,Corolla Hybrid,2022-01-01,31541.0,No,ADAS,2025-05-23,02:23:00,Elk Grove,CA ,Highway / Freeway,Unknown,Unknown,65.0,Dark - Unknown Lighting,Other Fixed Object,Unknown,Yes,Proceeding Straight,85.0,"Unknown, see Narrative",Missing,Missing,"Rear Left, Left, Front Left, Rear, Top, Front, Rear Right, Right, Front Right, Bottom",US
1306-5625,2,Toyota,Camry,2022-01-01,35597.0,No,ADAS,2025-05-23,17:04:00,Converse,TX ,Rural Road,Wet,Unknown,,Unknown,Pole / Tree,Unknown,Yes,Proceeding Straight,50.0,"Unknown, see Narrative",Missing,Rain,"Front Left, Front, Front Right",US
1306-6035,2,Toyota,Venza Hybrid,2021-01-01,26366.0,No,ADAS,2025-08-23,08:00:00,Albian,MI ,Highway / Freeway,Unknown,No Unusual Conditions,,Daylight,Other Fixed Object,No Injuries Reported,Yes,Proceeding Straight,85.0,"Unknown, see Narrative",Missing,Missing,"Rear Left, Left, Front Left, Front, Front Right",US
1306-6164,2,Toyota,Corolla Hybrid,2023-01-01,6131.0,No,ADAS,2025-08-23,16:42:00,Northridge,CA ,Highway / Freeway,Dry,Unknown,,Daylight,Other Fixed Object,Unknown,Yes,Proceeding Straight,65.0,"Unknown, see Narrative",Missing,Clear,"Rear Left, Left, Front Left",US
1306-7737,3,Toyota,bZ4X,2023-01-01,10474.0,No,ADAS,2025-04-24,15:09:00,Missing,UNK,Street,Wet,No Unusual Conditions,,Daylight,Pickup Truck,Unknown,Unknown,Proceeding Straight,28.0,"Unknown, see Narrative","Rear, Rear Right","Cloudy, Rain","Front Left, Front, Front Right",US
1306-8084,3,Toyota,Avalon,2022-01-01,48204.0,No,"Unknown, see Narrative",2025-06-24,16:30:00,Phoenix,AZ ,Street,Dry,Unknown,45.0,Daylight,Other Fixed Object,Unknown,Unknown,Proceeding Straight,47.0,"Unknown, see Narrative",Missing,Clear,"Front Left, Front, Front Right",US
1306-8302,2,Toyota,Highlander,2022-01-01,28085.0,No,ADAS,2025-07-24,08:19:00,Bensalem,PA ,Highway / Freeway,Dry,Unknown,,Unknown,Heavy Truck,Unknown,Unknown,Lane / Road Departure,78.0,"Unknown, see Narrative",Rear Left,Missing,"Front Left, Front, Front Right",US
1306-9461,1,Toyota,Corolla Hybrid,2024-01-01,12075.0,No,ADAS,2025-11-24,19:55:00,Big Timber,MT ,Highway / Freeway,Dry,No Unusual Conditions,,Dark - Unknown Lighting,Animal,No Injuries Reported,Yes,Proceeding Straight,83.0,Yes,Missing,Clear,"Front Left, Front, Front Right",US
1306-9766,2,Toyota,Camry,2022-01-01,56400.0,No,ADAS,2025-01-25,18:00:00,Lake Worth,FL ,Unknown,Unknown,Unknown,,Unknown,"Other, see Narrative",No Injuries Reported,Yes,Lane / Road Departure,40.0,"Unknown, see Narrative",Missing,Clear,Missing,US
13781-10000,2,Tesla,Model X,2024-01-01,9219.0,No,ADAS,2025-02-25,14:33:00,Dover,DE ,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Yes,Unknown,42.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Missing,Missing,US
13781-10001,2,Tesla,Model Y,2024-01-01,3082.0,No,ADAS,2025-02-25,15:19:00,Dallas,TX ,Unknown,Unknown,Unknown,70.0,Unknown,"Other, see Narrative",No Injuries Reported,Yes,Unknown,64.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,Missing,US
13781-10005,2,Tesla,Model Y,2025-01-01,1517.0,No,"Unknown, see Narrative",2025-01-25,06:12:00,Torrance,CA ,Unknown,Unknown,Unknown,,Unknown,Unknown,Fatality,Unknown,Unknown,,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Missing,Missing,US
13781-10012,1,Tesla,Model X,2016-01-01,106843.0,No,ADAS,2025-09-23,22:50:00,East Cobb,GA ,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Yes,Unknown,27.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Missing,Missing,US
13781-10013,1,Tesla,Model 3,2023-01-01,38953.0,No,ADAS,2025-09-23,10:17:00,Holmdel,NJ ,Highway / Freeway,Dry,No Unusual Conditions,65.0,Dawn / Dusk,Animal,Unknown,Yes,Proceeding Straight,78.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,"Front Left, Front, Front Right",US
13781-10014,1,Tesla,Model Y,2023-01-01,16250.0,No,ADAS,2025-09-23,06:36:00,Kent,WA ,Street,Wet,No Unusual Conditions,25.0,Dark - Not Lighted,"Other, see Narrative",Unknown,Yes,Lane / Road Departure,24.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,"Front Left, Front, Front Right, Bottom",US
13781-10015,1,Tesla,Model Y,2023-01-01,4152.0,No,ADAS,2025-10-23,03:05:00,East Hanover,NJ ,Street,Dry,No Unusual Conditions,40.0,Dark - Lighted,Passenger Car,Unknown,Yes,Proceeding Straight,21.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Rear Left, Rear, Rear Right",Clear,"Front Left, Front, Front Right",US
13781-10016,1,Tesla,Model S,2020-01-01,45523.0,No,ADAS,2025-10-23,06:55:00,Jacksonville,FL ,Street,Dry,No Unusual Conditions,35.0,Dark - Lighted,"Other, see Narrative",Unknown,Yes,Lane / Road Departure,20.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,"Front Left, Front, Front Right, Bottom",US
13781-10017,1,Tesla,Model X,2018-01-01,84376.0,No,ADAS,2025-10-23,08:24:00,Oceanside,CA ,Unknown,Unknown,Unknown,55.0,Unknown,Unknown,Unknown,Yes,Unknown,43.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Missing,Missing,US
13781-10020,1,Tesla,Model X,2017-01-01,68645.0,No,ADAS,2025-10-23,02:28:00,San Francisco,CA ,Unknown,Unknown,Unknown,45.0,Unknown,Unknown,Unknown,Yes,Unknown,6.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Missing,Missing,US
13781-10021,1,Tesla,Model Y,2022-01-01,46682.0,No,ADAS,2025-10-23,10:36:00,Carlsbad,CA ,Highway / Freeway,Dry,No Unusual Conditions,65.0,Dark - Lighted,Other Fixed Object,Unknown,Yes,Lane / Road Departure,62.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,"Rear Left, Left, Front Left",US
13781-10022,1,Tesla,Model X,2017-01-01,70680.0,No,ADAS,2025-10-23,00:43:00,Thousand Oaks,CA ,Rural Road,Dry,No Unusual Conditions,45.0,Daylight,Passenger Car,Unknown,Yes,Lane / Road Departure,29.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Rear Left, Left, Front Left",Clear,"Rear Left, Left, Front Left",US
13781-10023,1,Tesla,Model X,2018-01-01,112534.0,No,ADAS,2025-10-23,23:38:00,Los Angeles,CA ,Unknown,Unknown,Unknown,65.0,Unknown,Unknown,Unknown,Yes,Unknown,59.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Missing,Missing,US
13781-10025,1,Tesla,Model 3,2018-01-01,72635.0,No,ADAS,2025-02-25,02:19:00,Colorado Springs,CO ,Unknown,Unknown,Unknown,25.0,Unknown,Unknown,Unknown,Yes,Unknown,,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Missing,Missing,US
13781-10026,1,Tesla,Model 3,2018-01-01,78082.0,No,ADAS,2025-02-25,19:10:00,Anaheim,CA ,Unknown,Unknown,Unknown,65.0,Unknown,Unknown,Unknown,Yes,Unknown,,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Missing,Missing,US
13781-10027,1,Tesla,Model 3,2023-01-01,30596.0,No,ADAS,2025-02-25,11:23:00,Phenix City,AL ,Unknown,Unknown,Unknown,45.0,Unknown,Unknown,Unknown,Yes,Unknown,,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Missing,Missing,US
13781-10028,1,Tesla,Model S,2022-01-01,13122.0,No,ADAS,2025-02-25,01:19:00,Scottsdale,AZ ,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Yes,Unknown,34.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Missing,Missing,US
13781-10029,1,Tesla,Cybertruck,2024-01-01,10854.0,No,ADAS,2025-02-25,20:29:00,Apache Junction,AZ ,Unknown,Unknown,Unknown,45.0,Unknown,Unknown,Unknown,Yes,Unknown,14.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Missing,Missing,US
13781-10030,1,Tesla,Model X,2023-01-01,34009.0,No,ADAS,2025-02-25,13:04:00,Missing,CA ,Unknown,Unknown,Unknown,70.0,Unknown,Unknown,Unknown,Yes,Unknown,72.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Missing,Missing,US
13781-10031,1,Tesla,Model 3,2022-01-01,41824.0,No,ADAS,2025-02-25,03:11:00,Escondido,CA ,Highway / Freeway,Wet,No Unusual Conditions,70.0,Dark - Not Lighted,Passenger Car,Unknown,Yes,"Other, see Narrative",,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Front, Right, Front Right",Rain,"Rear, Rear Right, Right",US
13781-10032,1,Tesla,Model X,2023-01-01,28326.0,No,ADAS,2025-02-25,01:12:00,Queen Creek,AZ ,Unknown,Unknown,Unknown,50.0,Unknown,Unknown,Unknown,Yes,Unknown,23.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Missing,Missing,US
13781-10033,1,Tesla,Model 3,2024-01-01,2308.0,No,ADAS,2025-02-25,20:20:00,Silver Spring,MD ,Unknown,Unknown,Unknown,55.0,Unknown,Unknown,Unknown,Yes,Unknown,6.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Missing,Missing,US
13781-10034,1,Tesla,Model 3,2023-01-01,137290.0,No,ADAS,2025-02-25,16:58:00,Los Angeles,CA ,Intersection,Dry,No Unusual Conditions,35.0,Daylight,SUV,Unknown,Yes,Making Left Turn,2.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Front Left,Clear,"Front Left, Front",US
13781-10035,1,Tesla,Model 3,2020-01-01,61151.0,No,ADAS,2025-02-25,22:12:00,Hewitt,NJ ,Unknown,Unknown,Unknown,50.0,Unknown,Unknown,Unknown,Yes,Unknown,13.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Missing,Missing,US
13781-10036,1,Tesla,Model 3,2020-01-01,96789.0,No,ADAS,2025-02-25,03:20:00,Quitman,GA ,Street,Dry,No Unusual Conditions,45.0,Dark - Not Lighted,Other Fixed Object,Unknown,Yes,Proceeding Straight,35.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,"Top, Front Right, Bottom",US
13781-10037,1,Tesla,Model Y,2025-01-01,1177.0,No,ADAS,2025-02-25,19:04:00,Sacramento,CA ,Unknown,Unknown,Unknown,65.0,Unknown,Unknown,Unknown,Yes,Unknown,14.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Missing,Missing,US
13781-10038,1,Tesla,Model Y,2022-01-01,11951.0,No,ADAS,2025-02-25,14:40:00,Needham,MA ,Highway / Freeway,Snow / Slush / Ice,No Unusual Conditions,55.0,Daylight,Other Fixed Object,Unknown,Yes,Lane / Road Departure,,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,"Snow, Cloudy","Rear Left, Left, Front Left",US
13781-10039,1,Tesla,Model Y,2024-01-01,4583.0,No,ADAS,2025-02-25,07:23:00,San Jose,CA ,Highway / Freeway,Dry,No Unusual Conditions,65.0,Dark - Lighted,Other Fixed Object,Unknown,Yes,Proceeding Straight,44.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,"Front Left, Front, Front Right",US
13781-10040,1,Tesla,Model Y,2025-01-01,2307.0,No,ADAS,2025-02-25,02:15:00,Los Altos,CA ,Highway / Freeway,Dry,No Unusual Conditions,65.0,Dawn / Dusk,Other Fixed Object,Unknown,Yes,Lane / Road Departure,58.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Cloudy,"Left, Front Left, Bottom",US
13781-10041,1,Tesla,Cybertruck,2024-01-01,19235.0,No,ADAS,2025-02-25,20:38:00,Butler,GA ,Unknown,Unknown,Unknown,45.0,Unknown,Unknown,Unknown,Yes,Unknown,55.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Missing,Missing,US
13781-10051,2,Tesla,Model 3,2022-01-01,,No,"Unknown, see Narrative",2025-05-23,,Dekalb County,CA ,Unknown,Unknown,Unknown,,Unknown,Unknown,Serious,Yes,Unknown,,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Missing,Missing,US
13781-10064,1,Tesla,Model X,2022-01-01,30897.0,No,ADAS,2025-02-25,22:37:00,Webster,TX ,Unknown,Unknown,Unknown,,Unknown,Other Fixed Object,No Injuries Reported,Yes,Making Left Turn,17.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Missing,Bottom,US
13781-10065,1,Tesla,Model 3,2025-01-01,1610.0,No,ADAS,2025-02-25,06:44:00,Lake City,FL ,Unknown,Unknown,Unknown,70.0,Unknown,Unknown,Unknown,Yes,Unknown,,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Missing,Missing,US
13781-10066,1,Tesla,Model Y,2021-01-01,50474.0,No,ADAS,2025-02-25,12:50:00,Fennville,MI ,Highway / Freeway,Snow / Slush / Ice,No Unusual Conditions,70.0,Daylight,"Other, see Narrative",Unknown,Yes,"Other, see Narrative",,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,Missing,US
